ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR,COMPANY
No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Data Unavailable,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,5,2010,Marvel
Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Good Characters,Data Unavailable,No Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
No Dual Identity,Good Characters,Data Unavailable,Bald,Male Characters,Not Minority,Deceased Characters,5,2010,Marvel
Secret Identity,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,2010,Marvel
Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Bad Characters,Data Unavailable,Grey Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Public Identity,Data Unavailable,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Good Characters,Purple Eyes,Purple Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Data Unavailable,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Deceased Characters,5,2010,Marvel
Secret Identity,Neutral Characters,Red Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Public Identity,Neutral Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,5,2010,Marvel
Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,5,2010,Marvel
Secret Identity,Bad Characters,Data Unavailable,No Hair,Male Characters,Not Minority,Living Characters,5,2010,Marvel
No Dual Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Public Identity,Bad Characters,Black Eyes,White Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
No Dual Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,5,2011,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
No Dual Identity,Data Unavailable,Green Eyes,Blond Hair,Female Characters,Not Minority,Deceased Characters,5,2011,Marvel
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Good Characters,Data Unavailable,Red Hair,Male Characters,Homosexual Characters,Deceased Characters,5,2011,Marvel
Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,Not Minority,Deceased Characters,5,2011,Marvel
Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Data Unavailable,Good Characters,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Data Unavailable,Good Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Public Identity,Neutral Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Not Minority,Deceased Characters,5,2011,Marvel
Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Good Characters,Data Unavailable,No Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Good Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,5,2011,Marvel
Data Unavailable,Bad Characters,Data Unavailable,No Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Data Unavailable,Good Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Not Minority,Living Characters,5,2011,Marvel
Data Unavailable,Neutral Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,5,2012,Marvel
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,2012,Marvel
Data Unavailable,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,2012,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Bald,Male Characters,Not Minority,Deceased Characters,5,2012,Marvel
Data Unavailable,Good Characters,Data Unavailable,No Hair,Male Characters,Not Minority,Deceased Characters,5,2012,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,5,2012,Marvel
Public Identity,Bad Characters,Yellow Eyes,Brown Hair,Female Characters,Not Minority,Living Characters,5,2012,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,5,2012,Marvel
No Dual Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,2012,Marvel
Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Not Minority,Deceased Characters,5,2012,Marvel
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,5,2012,Marvel
Public Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,5,2012,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,5,2012,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Deceased Characters,5,2012,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,5,2012,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,5,2012,Marvel
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,2012,Marvel
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,5,2012,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,5,2012,Marvel
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Deceased Characters,5,2012,Marvel
Secret Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,5,2012,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,5,2012,Marvel
No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,2012,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,5,2013,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Brown Hair,Female Characters,Not Minority,Deceased Characters,5,2013,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,5,2013,Marvel
Data Unavailable,Data Unavailable,Black Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,2013,Marvel
Public Identity,Neutral Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,5,2013,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,5,2013,Marvel
Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Not Minority,Living Characters,5,2013,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,5,2013,Marvel
No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,5,2013,Marvel
Secret Identity,Bad Characters,White Eyes,Bald,Female Characters,Not Minority,Living Characters,5,2013,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,5,2013,Marvel
No Dual Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,2013,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,5,2013,Marvel
Public Identity,Neutral Characters,Data Unavailable,Dyed Hair,Female Characters,Not Minority,Living Characters,5,2013,Marvel
Data Unavailable,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,5,2013,Marvel
No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Not Minority,Deceased Characters,5,2013,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,2013,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,0,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,0,Marvel
Public Identity,Data Unavailable,Black Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,5,0,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,5,0,Marvel
Public Identity,Good Characters,Black Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,5,0,Marvel
Public Identity,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,5,0,Marvel
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,5,0,Marvel
Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Not Minority,Deceased Characters,5,0,Marvel
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Good Characters,Green Eyes,Data Unavailable,Female Characters,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,5,0,Marvel
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,5,0,Marvel
No Dual Identity,Neutral Characters,White Eyes,Brown Hair,Data Unavailable,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,Not Minority,Living Characters,5,0,Marvel
Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
Public Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,Not Minority,Deceased Characters,5,0,Marvel
No Dual Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Not Minority,Deceased Characters,5,0,Marvel
No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Bad Characters,Green Eyes,Data Unavailable,Female Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Bad Characters,Purple Eyes,Bald,Male Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Neutral Characters,Hazel Eyes,Black Hair,Data Unavailable,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
Secret Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Good Characters,Brown Eyes,Bald,Male Characters,Not Minority,Deceased Characters,5,0,Marvel
No Dual Identity,Good Characters,Pink Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,5,0,Marvel
No Dual Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1939,Marvel
No Dual Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,4,1939,Marvel
No Dual Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1939,Marvel
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Deceased Characters,4,1940,Marvel
No Dual Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,4,1940,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Not Minority,Living Characters,4,1940,Marvel
Public Identity,Good Characters,Green Eyes,Auburn Hair,Male Characters,Not Minority,Living Characters,4,1940,Marvel
Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1941,Marvel
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,4,1941,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1941,Marvel
Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,Not Minority,Living Characters,4,1941,Marvel
Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1941,Marvel
Secret Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1941,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,4,1941,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1942,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,4,1942,Marvel
Secret Identity,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1942,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,4,1944,Marvel
Public Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Deceased Characters,4,1946,Marvel
Public Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Deceased Characters,4,1947,Marvel
Public Identity,Good Characters,Data Unavailable,Grey Hair,Male Characters,Not Minority,Living Characters,4,1949,Marvel
Public Identity,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,4,1953,Marvel
Secret Identity,Bad Characters,Yellow Eyes,Green Hair,Male Characters,Not Minority,Deceased Characters,4,1954,Marvel
Public Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1954,Marvel
No Dual Identity,Good Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,4,1955,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1955,Marvel
Public Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1955,Marvel
Public Identity,Good Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,4,1955,Marvel
Public Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1955,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1955,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1960,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1960,Marvel
Secret Identity,Bad Characters,Data Unavailable,No Hair,Male Characters,Not Minority,Living Characters,4,1960,Marvel
Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,4,1960,Marvel
Data Unavailable,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,4,1961,Marvel
Data Unavailable,Neutral Characters,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,4,1961,Marvel
Secret Identity,Data Unavailable,Red Eyes,Data Unavailable,Data Unavailable,Not Minority,Living Characters,4,1961,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1962,Marvel
Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Not Minority,Living Characters,4,1962,Marvel
Public Identity,Bad Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,4,1962,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1962,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1963,Marvel
Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1963,Marvel
Secret Identity,Data Unavailable,Blue Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,4,1963,Marvel
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,4,1963,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1964,Marvel
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,4,1964,Marvel
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,4,1964,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,4,1964,Marvel
Data Unavailable,Good Characters,Data Unavailable,Grey Hair,Male Characters,Not Minority,Living Characters,4,1964,Marvel
Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,4,1964,Marvel
Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Not Minority,Deceased Characters,4,1964,Marvel
Data Unavailable,Bad Characters,Brown Eyes,Bald,Male Characters,Not Minority,Living Characters,4,1964,Marvel
Data Unavailable,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1965,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,4,1965,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1965,Marvel
Public Identity,Neutral Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,4,1965,Marvel
Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1965,Marvel
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1965,Marvel
Public Identity,Data Unavailable,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,4,1965,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1965,Marvel
Public Identity,Data Unavailable,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,4,1965,Marvel
Data Unavailable,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Not Minority,Living Characters,4,1966,Marvel
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,4,1966,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1966,Marvel
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1966,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1966,Marvel
Data Unavailable,Bad Characters,Yellow Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1966,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1966,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1966,Marvel
Public Identity,Neutral Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,4,1967,Marvel
Data Unavailable,Data Unavailable,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1967,Marvel
Data Unavailable,Bad Characters,Red Eyes,Black Hair,Male Characters,Not Minority,Living Characters,4,1967,Marvel
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1967,Marvel
Public Identity,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1967,Marvel
Data Unavailable,Bad Characters,Green Eyes,White Hair,Female Characters,Not Minority,Living Characters,4,1967,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,4,1968,Marvel
No Dual Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,4,1968,Marvel
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1968,Marvel
Secret Identity,Bad Characters,Hazel Eyes,White Hair,Male Characters,Not Minority,Deceased Characters,4,1968,Marvel
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1968,Marvel
Public Identity,Data Unavailable,Data Unavailable,No Hair,Male Characters,Not Minority,Living Characters,4,1969,Marvel
Data Unavailable,Bad Characters,No Eyes,No Hair,Data Unavailable,Not Minority,Living Characters,4,1969,Marvel
No Dual Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1969,Marvel
Data Unavailable,Good Characters,Data Unavailable,White Hair,Data Unavailable,Not Minority,Living Characters,4,1969,Marvel
Public Identity,Bad Characters,Data Unavailable,No Hair,Data Unavailable,Not Minority,Deceased Characters,4,1969,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1969,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,4,1970,Marvel
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,4,1970,Marvel
Data Unavailable,Bad Characters,Black Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,4,1970,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1970,Marvel
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,4,1970,Marvel
Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Not Minority,Living Characters,4,1971,Marvel
No Dual Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1971,Marvel
Secret Identity,Bad Characters,Data Unavailable,Strawberry Blond Hair,Male Characters,Not Minority,Living Characters,4,1971,Marvel
Public Identity,Data Unavailable,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,4,1971,Marvel
Data Unavailable,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1971,Marvel
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1971,Marvel
No Dual Identity,Data Unavailable,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,4,1972,Marvel
Public Identity,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,4,1972,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,4,1972,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1972,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,4,1972,Marvel
Data Unavailable,Good Characters,Data Unavailable,White Hair,Female Characters,Not Minority,Living Characters,4,1972,Marvel
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,4,1973,Marvel
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,4,1973,Marvel
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,4,1973,Marvel
Secret Identity,Data Unavailable,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,4,1973,Marvel
Public Identity,Good Characters,Data Unavailable,Grey Hair,Male Characters,Not Minority,Deceased Characters,4,1973,Marvel
Public Identity,Data Unavailable,Data Unavailable,Strawberry Blond Hair,Female Characters,Not Minority,Living Characters,4,1973,Marvel
